angle_r_elbow_3d,angle_l_elbow_3d,angle_r_shoulder_3d,angle_l_shoulder_3d,angle_r_knee_3d,angle_l_knee_3d,angle_r_hip_3d,angle_l_hip_3d,trunk_lean,r_wrist_to_r_hip,l_wrist_to_l_hip,r_wrist_to_head,l_wrist_to_head,wrist_spread,ankle_spread,hip_to_ankle_r,hip_to_ankle_l,wrist_height_r,wrist_height_l,knee_bend_r,knee_bend_l,wrist_asymmetry,shoulder_asymmetry,vis_r_wrist,vis_l_wrist,vis_r_elbow,elbow_extension_mean,knee_flexion_diff,hip_shoulder_ratio,wrist_height_mean,stance_width,z_wrist_r,z_wrist_l,reach_z_r,reach_z_l,shoulder_tilt_z,wrist_spread_3d,r_wrist_x_off,l_wrist_x_off,r_wrist_y_off,l_wrist_y_off,r_wrist_z_off,r_wrist_x_shoulder_off,r_wrist_y_shoulder_off,wrist_to_shoulder_ratio_r,wrist_to_shoulder_ratio_l,bat_angle_vertical,label,filepath
147.58607394786384,123.14351427218465,111.53358511491378,116.19828052586858,159.30534573308702,151.7040496612562,114.0690328456113,127.11016661284148,2.293701985660442,1.3817877833956558,1.4822524679060816,0.1860969960592956,0.2201256450743414,0.0472004728832062,0.6752328011404215,1.1048794259615864,1.624044139747986,0.2784856855869293,0.2689875066280365,0.1240099668502807,0.0991362333297729,-0.0026938319206237,-0.0457664132118225,0.6742917895317078,0.5569785833358765,0.1298536658287048,135.36479411002423,7.601296071830831,1.022732585035733,0.2737365961074829,0.247435495148928,-0.0402479283511638,-0.241206556558609,-0.0400040596723556,-0.2409626878798008,0.2601485773921013,0.9619140039459658,-0.2436472277833685,-0.230768391946381,-1.3883219754591638,-1.433731448346241,-0.1912538467559692,-0.2835411279955303,-0.3923203434078708,1.0086997563201645,0.8199747518437389,115.399752083206,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\10_cover_-30.jpg
134.19780994884383,95.81833797100816,66.24753315659784,141.75932483652412,142.36244178569262,145.49388482465264,132.78890582575823,133.4896483320288,56.55739451384646,1.2607772781680138,1.6142230337811818,0.1786298099666983,0.4056780670127596,0.4037650067883777,0.6123943818423834,0.9843827746021538,1.4092452964738784,0.3492684364318847,0.2631271481513977,0.1067076027393341,0.1678661108016967,0.0346156358718872,-0.0189891755580902,0.7094057202339172,0.6204577088356018,0.1234085634350776,115.00807395992598,3.1314430389600147,2.004435448297109,0.3061977922916412,0.2558434760182318,-0.2251817882061004,-0.3440727293491363,-0.2250087670981884,-0.3438997082412243,0.3016808331012726,0.6560492965970735,-1.2634543912189409,-1.4140053551920586,-0.3318906517895498,-0.7065379365169101,-0.978612292849617,-0.4318882075461737,0.2173138618371956,1.600529690579012,0.9810055367055572,82.01417076164672,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\10_cover_30.jpg
132.93019943387336,119.31999685951232,162.6886362386145,128.645889674375,138.86785331486882,142.03373643286085,114.59246818678288,126.28222846076127,2.4907084483746647,1.5027883161125208,1.486260664521527,0.3693098870736132,0.2702954900153964,0.234446650486736,0.6281272492417218,0.9290997471463234,1.3883668139457783,0.251214861869812,0.2725310921669006,0.0765690207481384,0.0720149278640747,0.0428341627120971,-0.0340476632118225,0.2813948094844818,0.7845696806907654,0.1094145402312278,126.12509814669284,3.165883117992024,0.7043667593005328,0.2618729770183563,0.2710403631046806,-0.0077962740324437,-0.3695439994335174,-0.0076164654456079,-0.3693641908466816,0.3532043099403381,1.7880459710200045,-0.1729195902028656,-0.3828123496821765,-1.511236747185756,-1.4067845502600334,-0.0373216341498832,-0.2149506855314858,-0.5449706125922811,0.8733934531000958,0.9527612401763424,124.30045706111524,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_-30.jpg
97.47702444171308,150.5374006140264,121.10748800198088,149.1831253401091,152.47466958443968,131.58339874711749,140.2182696468611,123.95573897713837,50.10355228048575,1.2674244979273446,1.4360719283903611,0.2230940128827966,0.3126756082188283,0.128103517402624,0.3898346286768634,0.7451586714572127,1.039359163138434,0.3310316205024719,0.3023617267608642,0.093637615442276,0.1245138943195343,0.0123638808727264,-0.0048535466194152,0.2411793917417526,0.3697190284729004,0.0568163134157657,124.00721252786974,20.8912708373222,1.1578001558976063,0.3166966736316681,0.2184536364196996,-0.0226446669548749,-0.5036603808403015,-0.0224115084856748,-0.5034272223711014,0.3410010784864425,1.9777400095856847,-1.2233605043941764,-1.2740889773689317,-0.4586242164003117,-0.5762555608650161,-0.0919534581610986,-0.5584266234591009,0.0972767621849547,0.6218731488531275,1.067231913358317,82.47726102717989,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_30.jpg
152.08413619948533,147.6995216124596,142.80501371690585,137.46540103841917,157.11756191055787,140.09392201154964,147.62917001679256,135.76857540131618,19.208563092497634,1.192797108134205,1.2352982540379691,0.190315466811438,0.1870608087463336,0.0377769994024195,0.575825165872606,0.7204831556889297,0.9211360585319224,0.2048986852169037,0.1940877139568328,0.1192508935928344,0.1335357427597046,-0.0070045292377471,-0.0391263961791992,0.3177448809146881,0.5544833540916443,0.12016162276268,149.89182890597246,17.02363989900823,1.0337814138351515,0.1994931995868683,0.3507663714691189,-0.3227889537811279,-0.7579252123832703,-0.3224524259567261,-0.7575886845588684,0.4406268713064492,1.2766349246546222,-0.8462062596766183,-0.8256648532252073,-0.8645407800554158,-0.8962449170859097,-0.9456204861171996,-0.5973432570906284,-0.1502473313727451,1.1000490998943229,1.126586715829852,101.31357688839348,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_brightness.jpg
162.46421771487803,139.4588527979485,146.4568997407437,151.78057566579722,161.20687288802932,110.65889246969417,151.36029085624898,98.75218937759097,24.91755537034957,1.0335343349695134,1.1575635087486107,0.1655033209933972,0.1683797390537434,0.1446308016776609,0.4945204716160435,0.6236890462581987,0.7960002844078928,0.2264242768287658,0.1764445900917053,0.1192921996116638,0.1288564801216125,-0.026997685432434,-0.0566151738166809,0.4947415292263031,0.2664315402507782,0.1127157360315322,150.96153525641327,50.54798041833517,1.03348008930071,0.2014344334602356,0.3483298159705181,-0.4196918904781341,-0.8880208134651184,-0.4193250387907028,-0.8876539617776871,0.4685785509645939,1.201141605462311,-0.8041368526172045,-0.735398624330221,-0.7156073182259512,-0.8428595275029985,-1.0676344946302627,-0.5182210854574821,-0.1001483817975056,1.043318364210649,1.0787268832040304,99.14277185806392,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_main.jpg
156.63856942051228,92.27429191295435,54.61485276351702,22.30022757936875,48.54879012403343,78.34991360673294,109.83223961829484,137.70600050804194,33.57568045588274,0.1966256695124023,0.2117162975753428,1.3729888773052434,1.129145720233823,0.6471477940149357,0.3301151751217054,0.5170563332201713,0.5266910979060134,0.750882625579834,0.6500996947288513,0.0834086537361145,0.0670217275619506,-0.0969446003437042,-0.0904315263032913,0.9935306906700134,0.2212556302547454,0.9970040917396544,124.45643066673333,29.80112348269951,2.0110323849601386,0.7004911601543427,0.3162784874948434,-0.3087665140628814,0.0144911846145987,-0.3086360543966293,0.0146216442808508,-0.3991491347551346,1.629932580976239,-0.1696024185768136,0.2790325698164875,0.2796631979456146,-0.1867346091758813,-1.4282892723377782,0.3310215320940917,1.033857133676599,1.0469890022196695,1.0062023260323048,51.56652054364382,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_30.jpg
161.71786640127684,78.11096838576937,73.31376798473049,31.21064898788336,24.88034333928312,49.14029667903591,61.04995621655099,101.03270462491857,20.171723845319917,0.2617301167345056,0.4952202420600511,1.2492765285937486,0.9379543476689158,0.6327210046136724,0.345199794869751,0.4640977154317145,0.3613323234116949,0.6398696303367615,0.5715416669845581,0.1117541790008544,0.1757150888442993,-0.1884161569178104,-0.1575595363974571,0.7957420945167542,0.3207177817821502,0.903170108795166,119.91441739352312,24.259953339752787,0.8327215618837744,0.6057056486606598,0.4182054934031116,-0.5473734736442566,0.0055189090780913,-0.5472621247172356,0.0056302580051124,-0.5088027492165565,1.85658381586294,0.031744692988504,0.6265611063446092,0.1653069533104944,-0.0503995697283648,-1.7276676242364064,-0.2475569750537636,0.925584276376928,0.9804942468725796,0.7487396945910106,46.34311925560983,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_brightness.jpg
157.4381651084275,90.02446818092052,103.80886719295763,27.299992539577453,27.45276411496951,21.5089621990238,33.07229209795761,71.62101545377065,27.93443487642352,0.2844999805346665,0.2183279134292853,0.849105229691579,0.7252467080214405,0.2121578240864016,0.148367496542222,0.3642907327251874,0.2833739372120767,0.64508056640625,0.6116997003555298,0.0525343418121337,0.1881563663482666,-0.0960885062813758,-0.1389903984963894,0.6236540079116821,0.0262972209602594,0.8846182823181152,123.73131664467402,5.943801915945709,0.3185883120937564,0.6283901333808899,0.2290803780854921,-0.8599981069564819,-0.2193737179040908,-0.8598963096737862,-0.2192719206213951,-0.567106083035469,1.3528708566160468,0.0433350824450411,0.243744130784526,0.2343441116203701,0.1647225943664455,-1.7934611303845414,-0.1722700065476256,0.6409601372574223,0.706426787507198,0.6133474047627459,42.12749476847116,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_main.jpg
163.01234315185872,111.0332477058832,29.558649747348294,15.42571542735686,159.37702875534342,169.45991153624828,158.70935779746702,147.71895679860123,28.807048911664666,0.3157139326700003,0.1795797028739101,1.303735180032661,1.0621607226415308,0.4723597853562699,0.0310568346644665,1.3099526103300272,1.259150652041627,0.6306629180908203,0.5231296420097351,0.1109007000923156,0.1356765627861023,-0.1006273925304412,-0.1220857203006744,0.972810924053192,0.6880390048027039,0.921951711177826,137.02279542887095,10.082882780904868,5.369303191611505,0.5768962800502777,0.0120885847722647,-0.2330040782690048,-0.0297320876270532,-0.2328844964504242,-0.0296125058084726,-0.1618007645010948,0.8051020038657483,-0.376393117224542,-0.0536428634986669,0.1400449501579377,-0.2048550941182331,-0.7469490009438432,0.0953167075273176,0.9978319434820304,0.9927976971942168,0.79171479157072,31.873538375395853,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_shear.jpg
