angle_r_elbow_3d,angle_l_elbow_3d,angle_r_shoulder_3d,angle_l_shoulder_3d,angle_r_knee_3d,angle_l_knee_3d,angle_r_hip_3d,angle_l_hip_3d,trunk_lean,r_wrist_to_r_hip,l_wrist_to_l_hip,r_wrist_to_head,l_wrist_to_head,wrist_spread,ankle_spread,hip_to_ankle_r,hip_to_ankle_l,wrist_height_r,wrist_height_l,knee_bend_r,knee_bend_l,wrist_asymmetry,shoulder_asymmetry,vis_r_wrist,vis_l_wrist,vis_r_elbow,elbow_extension_mean,knee_flexion_diff,hip_shoulder_ratio,wrist_height_mean,stance_width,z_wrist_r,z_wrist_l,reach_z_r,reach_z_l,shoulder_tilt_z,wrist_spread_3d,bat_angle_vertical,label,filepath
147.58607394786384,123.14351427218465,111.53358511491378,116.19828052586858,159.30534573308702,151.7040496612562,114.0690328456113,127.11016661284148,2.293701985660442,5.875370946983928,6.3025474611082,0.7912856786740684,0.9359757231154774,0.2006967281042213,2.871094411127127,4.697954749073224,6.905446603273842,0.2784856855869293,0.2689875066280365,0.1240099668502807,0.0991362333297729,-0.0026938319206237,-0.0457664132118225,0.6742917895317078,0.5569785833358765,0.1298536658287048,135.36479411002423,7.601296071830831,1.022732585035733,0.2737365961074829,0.2474355644959927,-0.0402479283511638,-0.241206556558609,-0.0400040596723556,-0.2409626878798008,0.2601485773921013,4.090064813275927,115.399752083206,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\10_cover_-30.jpg
134.19780994884383,95.81833797100816,66.24753315659784,141.75932483652412,142.36244178569262,145.49388482465264,132.78890582575823,133.4896483320288,56.55739451384646,3.365133214260632,4.308513200757197,0.476779774655723,1.0827929414982391,1.0776868037105227,1.6345382410118172,2.6274102712043828,3.761408328277987,0.3492684364318847,0.2631271481513977,0.1067076027393341,0.1678661108016967,0.0346156358718872,-0.0189891755580902,0.7094057202339172,0.6204577088356018,0.1234085634350776,115.00807395992598,3.1314430389600147,2.004435448297109,0.3061977922916412,0.2558435428579403,-0.2251817882061004,-0.3440727293491363,-0.2250087670981884,-0.3438997082412243,0.3016808331012726,1.7510573171012795,82.01417076164672,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\10_cover_30.jpg
132.93019943387336,119.31999685951232,162.6886362386145,128.645889674375,138.86785331486882,142.03373643286085,114.59246818678288,126.28222846076127,2.4907084483746647,8.62920261767206,8.534298729450521,2.1206245817186544,1.5520712564624242,1.346222637209478,3.606786960793736,5.335009518102483,7.972179725339901,0.251214861869812,0.2725310921669006,0.0765690207481384,0.0720149278640747,0.0428341627120971,-0.0340476632118225,0.2813948094844818,0.7845696806907654,0.1094145402312278,126.12509814669284,3.165883117992024,0.7043667593005328,0.2618729770183563,0.2710404596921664,-0.0077962740324437,-0.3695439994335174,-0.0076164654456079,-0.3693641908466816,0.3532043099403381,10.267188537609398,124.30045706111524,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_-30.jpg
97.47702444171308,150.5374006140264,121.10748800198088,149.1831253401091,152.47466958443968,131.58339874711749,140.2182696468611,123.95573897713837,50.10355228048575,7.71865609372528,8.745724387705106,1.3586497379744809,1.9042045444792,0.780154555040082,2.3741054690851464,4.538040356361458,6.329730844911893,0.3310316205024719,0.3023617267608642,0.093637615442276,0.1245138943195343,0.0123638808727264,-0.0048535466194152,0.2411793917417526,0.3697190284729004,0.0568163134157657,124.00721252786974,20.8912708373222,1.1578001558976063,0.3166966736316681,0.2184537387346947,-0.0226446669548749,-0.5036603808403015,-0.0224115084856748,-0.5034272223711014,0.3410010784864425,12.044500482479975,82.47726102717989,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_30.jpg
152.08413619948533,147.6995216124596,142.80501371690585,137.46540103841917,157.11756191055787,140.09392201154964,147.62917001679256,135.76857540131618,19.208563092497634,7.950215275395102,8.233493342621841,1.268488094974495,1.246795191723031,0.2517907493735437,3.837982166839923,4.802154658961936,6.139543693824724,0.2048986852169037,0.1940877139568328,0.1192508935928344,0.1335357427597046,-0.0070045292377471,-0.0391263961791992,0.3177448809146881,0.5544833540916443,0.12016162276268,149.89182890597246,17.02363989900823,1.0337814138351515,0.1994931995868683,0.3507665530823105,-0.3227889537811279,-0.7579252123832703,-0.3224524259567261,-0.7575886845588684,0.4406268713064492,8.509009964794535,101.31357688839348,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_brightness.jpg
162.46421771487803,139.4588527979485,146.4568997407437,151.78057566579722,161.20687288802932,110.65889246969417,151.36029085624898,98.75218937759097,24.91755537034957,5.566349636111887,6.234338809739972,0.8913582446335276,0.906849891192116,0.7789442334421972,2.663359846009412,3.359028508509782,4.287052440874672,0.2264242768287658,0.1764445900917053,0.1192921996116638,0.1288564801216125,-0.026997685432434,-0.0566151738166809,0.4947415292263031,0.2664315402507782,0.1127157360315322,150.96153525641327,50.54798041833517,1.03348008930071,0.2014344334602356,0.3483300157702109,-0.4196918904781341,-0.8880208134651184,-0.4193250387907028,-0.8876539617776871,0.4685785509645939,6.469039210662704,99.14277185806392,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\11_cover_main.jpg
156.63856942051228,92.27429191295435,54.61485276351702,22.30022757936875,48.54879012403343,78.34991360673294,109.83223961829484,137.70600050804194,33.57568045588274,0.3899919841576781,0.4199230912966699,2.723218478108834,2.2395742169837263,1.2835681773240188,0.6547582137445833,1.0255417098585344,1.044651529070043,0.750882625579834,0.6500996947288513,0.0834086537361145,0.0670217275619506,-0.0969446003437042,-0.0904315263032913,0.9935306906700134,0.2212556302547454,0.9970040917396544,124.45643066673333,29.80112348269951,2.0110323849601386,0.7004911601543427,0.3162786377395443,-0.3087665140628814,0.0144911846145987,-0.3086360543966293,0.0146216442808508,-0.3991491347551346,3.2328466719248685,51.56652054364382,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_30.jpg
161.71786640127684,78.11096838576937,73.31376798473049,31.21064898788336,24.88034333928312,49.14029667903591,61.04995621655099,101.03270462491857,20.171723845319917,0.5260765254208928,0.9953907770014704,2.5110410053388734,1.8852846221194168,1.271766779539644,0.6938502566187171,0.9328346184850898,0.7262765767819722,0.6398696303367615,0.5715416669845581,0.1117541790008544,0.1757150888442993,-0.1884161569178104,-0.1575595363974571,0.7957420945167542,0.3207177817821502,0.903170108795166,119.91441739352312,24.259953339752787,0.8327215618837744,0.6057056486606598,0.4182057479886286,-0.5473734736442566,0.0055189090780913,-0.5472621247172356,0.0056302580051124,-0.5088027492165565,3.731726311009865,46.34311925560983,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_brightness.jpg
157.4381651084275,90.02446818092052,103.80886719295763,27.299992539577453,27.45276411496951,21.5089621990238,33.07229209795761,71.62101545377065,27.93443487642352,0.9795764078067306,0.7517359852154301,2.9235975664674427,2.497133967046907,0.7304914355919471,0.510851702080865,1.254308020301388,0.9756992705538412,0.64508056640625,0.6116997003555298,0.0525343418121337,0.1881563663482666,-0.0960885062813758,-0.1389903984963894,0.6236540079116821,0.0262972209602594,0.8846182823181152,123.73131664467402,5.943801915945709,0.3185883120937564,0.6283901333808899,0.2290806290612258,-0.8599981069564819,-0.2193737179040908,-0.8598963096737862,-0.2192719206213951,-0.567106083035469,4.658138715720861,42.12749476847116,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_main.jpg
163.01234315185872,111.0332477058832,29.558649747348294,15.42571542735686,159.37702875534342,169.45991153624828,158.70935779746702,147.71895679860123,28.807048911664666,0.729816386857485,0.4151233010086012,3.013764044125891,2.4553313004099686,1.0919249237119506,0.0717921653642782,3.0281364935036788,2.910700746117519,0.6306629180908203,0.5231296420097351,0.1109007000923156,0.1356765627861023,-0.1006273925304412,-0.1220857203006744,0.972810924053192,0.6880390048027039,0.921951711177826,137.02279542887095,10.082882780904868,5.369303191611505,0.5768962800502777,0.0120885874421219,-0.2330040782690048,-0.0297320876270532,-0.2328844964504242,-0.0296125058084726,-0.1618007645010948,1.8611045465870688,31.873538375395853,cover_drive,D:\Projects\Cricket_Shot_Analyser\notebooks\..\data\raw\cover_drive\12_cover_shear.jpg
